document,table,table_index,row_index,column_index,row_label,column_label,scientific_cell,canonical_display,actual_display,status,source_artifact,full_precision_value
supplement,supplement_table_S6.csv,6,7,0,ownership_1,Term,NO,ownership_1,ownership_1,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,7,1,ownership_1,Estimate,YES,0.165,0.165,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,7,2,ownership_1,SE,YES,0.216,0.216,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,7,3,ownership_1,95% CI,YES,-0.259 to 0.588,-0.259 to 0.588,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,7,4,ownership_1,P,YES,.446,.446,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,8,0,ownership_2,Term,NO,ownership_2,ownership_2,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,8,1,ownership_2,Estimate,YES,-2.788,-2.788,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,8,2,ownership_2,SE,YES,0.350,0.350,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,8,3,ownership_2,95% CI,YES,-3.473 to -2.103,-3.473 to -2.103,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,8,4,ownership_2,P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,9,0,health_system_affiliated,Term,NO,health_system_affiliated,health_system_affiliated,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,9,1,health_system_affiliated,Estimate,YES,0.145,0.145,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,9,2,health_system_affiliated,SE,YES,0.355,0.355,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,9,3,health_system_affiliated,95% CI,YES,-0.551 to 0.841,-0.551 to 0.841,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,9,4,health_system_affiliated,P,YES,.683,.683,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,10,0,teaching_intensity,Term,NO,teaching_intensity,teaching_intensity,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,10,1,teaching_intensity,Estimate,YES,0.306,0.306,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,10,2,teaching_intensity,SE,YES,0.415,0.415,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,10,3,teaching_intensity,95% CI,YES,-0.508 to 1.121,-0.508 to 1.121,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,10,4,teaching_intensity,P,YES,.461,.461,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,11,0,high_dsh_flag,Term,NO,high_dsh_flag,high_dsh_flag,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,11,1,high_dsh_flag,Estimate,YES,-1.850,-1.850,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,11,2,high_dsh_flag,SE,YES,0.265,0.265,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,11,3,high_dsh_flag,95% CI,YES,-2.369 to -1.330,-2.369 to -1.330,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,11,4,high_dsh_flag,P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,12,0,uncompensated_care_burden,Term,NO,uncompensated_care_burden,uncompensated_care_burden,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,12,1,uncompensated_care_burden,Estimate,YES,-7.636,-7.636,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,12,2,uncompensated_care_burden,SE,YES,2.083,2.083,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,12,3,uncompensated_care_burden,95% CI,YES,-11.719 to -3.554,-11.719 to -3.554,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,12,4,uncompensated_care_burden,P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,13,0,high_uncompensated_care_flag,Term,NO,high_uncompensated_care_flag,high_uncompensated_care_flag,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,13,1,high_uncompensated_care_flag,Estimate,YES,-0.527,-0.527,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,13,2,high_uncompensated_care_flag,SE,YES,0.332,0.332,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,13,3,high_uncompensated_care_flag,95% CI,YES,-1.177 to 0.124,-1.177 to 0.124,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,13,4,high_uncompensated_care_flag,P,YES,.113,.113,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,14,0,nonmetro,Term,NO,nonmetro,nonmetro,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,14,1,nonmetro,Estimate,YES,0.134,0.134,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,14,2,nonmetro,SE,YES,0.220,0.220,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,14,3,nonmetro,95% CI,YES,-0.297 to 0.564,-0.297 to 0.564,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,14,4,nonmetro,P,YES,.543,.543,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,15,0,year2025,Term,NO,year2025,year2025,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,15,1,year2025,Estimate,YES,0.329,0.329,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,15,2,year2025,SE,YES,0.245,0.245,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,15,3,year2025,95% CI,YES,-0.152 to 0.809,-0.152 to 0.809,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S6.csv,6,15,4,year2025,P,YES,.180,.180,PASS,release/v1.0.0/stage6/tables/supplement_table_S6.csv,
supplement,supplement_table_S7.csv,6,0,0,stratified_value,value,YES,39.741425,39.741425,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,1,0,stratified_value,value,YES,<.001,<.001,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,2,0,stratified_value,value,YES,0.201061,0.201061,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,3,0,stratified_value,value,YES,0.212236,0.212236,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,4,0,stratified_value,value,YES,-0.214915 to 0.617036,-0.214915 to 0.617036,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,5,0,stratified_value,value,YES,.343463,.343463,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,6,0,stratified_value,value,YES,1.738075,1.738075,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,7,0,stratified_value,value,YES,.884,.884,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,8,0,stratified_value,value,YES,0.798441,0.798441,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,9,0,stratified_value,value,YES,0.966016,0.966016,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,10,0,stratified_value,value,YES,-1.094916 to 2.691798,-1.094916 to 2.691798,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S7.csv,6,11,0,stratified_value,value,YES,.408504,.408504,PASS,release/v1.0.0/postreview/stratified_analyses_reported_table.csv,
supplement,supplement_table_S8.csv,7,0,1,flexible_value,value,YES,29.031947,29.031947,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,1,1,flexible_value,value,YES,23.663698,23.663698,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,2,1,flexible_value,value,YES,0.275958,0.275958,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,3,1,flexible_value,value,YES,0.230981,0.230981,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,4,1,flexible_value,value,YES,7.182316,7.182316,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,5,1,flexible_value,value,YES,7.424941,7.424941,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,6,1,flexible_value,value,YES,-2.700048,-2.700048,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,7,1,flexible_value,value,YES,0.145633,0.145633,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,8,1,flexible_value,value,YES,86.856337,86.856337,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,9,1,flexible_value,value,YES,85.501849,85.501849,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,10,1,flexible_value,value,YES,86.842695,86.842695,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,11,1,flexible_value,value,YES,86.806300,86.806300,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,12,1,flexible_value,value,YES,86.390673,86.390673,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,13,1,flexible_value,value,YES,87.037281,87.037281,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,14,1,flexible_value,value,YES,0.060520,0.060520,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,15,1,flexible_value,value,YES,1.037710,1.037710,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,
supplement,supplement_table_S8.csv,7,12,3,Flexible adjusted mean profile 3,95% CI,YES,87.141780,87.141780,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,87.14178037143783
supplement,supplement_table_S8.csv,7,14,3,Flexible adjusted mean profile 5,95% CI,YES,86.721337,86.721337,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,86.72133653604371
supplement,supplement_table_S8.csv,7,16,3,Flexible CAH Profile 5–3,95% CI,YES,-0.449507 to 2.524927,-0.449507 to 2.524927,PASS,release/v1.0.0/postreview/flexible_bed_size_sensitivity.csv,2.524926987743945
