document,table,table_index,row_index,column_index,row_label,column_label,scientific_cell,canonical_display,actual_display,status,source_artifact,full_precision_value
manuscript,manuscript_table_1.csv,1,0,0,Characteristic,Characteristic,NO,Characteristic,Characteristic,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,0,1,Characteristic,All hospitals,NO,All hospitals,"All hospitals
(N=2,651)",PASS_NORMALIZED,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,0,2,Characteristic,Acute Care,NO,Acute Care,"Acute Care
(n=1,871)",PASS_NORMALIZED,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,0,3,Characteristic,Critical Access,NO,Critical Access,"Critical Access
(n=780)",PASS_NORMALIZED,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,1,0,ONC survey year 2025,Characteristic,NO,ONC survey year 2025,ONC survey year 2025,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,1,1,ONC survey year 2025,All hospitals,YES,2289 (86.3%),2289 (86.3%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,1,2,ONC survey year 2025,Acute Care,YES,1644 (87.9%),1644 (87.9%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,1,3,ONC survey year 2025,Critical Access,YES,645 (82.7%),645 (82.7%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,2,0,Nonmetropolitan county,Characteristic,NO,Nonmetropolitan county,Nonmetropolitan county,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,2,1,Nonmetropolitan county,All hospitals,YES,1027 (38.7%),1027 (38.7%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,2,2,Nonmetropolitan county,Acute Care,YES,406 (21.7%),406 (21.7%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,2,3,Nonmetropolitan county,Critical Access,YES,621 (79.6%),621 (79.6%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,3,0,Health-system affiliated,Characteristic,NO,Health-system affiliated,Health-system affiliated,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,3,1,Health-system affiliated,All hospitals,YES,2157 (82.2%),2157 (82.2%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,3,2,Health-system affiliated,Acute Care,YES,1725 (92.4%),1725 (92.4%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,3,3,Health-system affiliated,Critical Access,YES,432 (57.1%),432 (57.1%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,4,0,Current TEFCA participation,Characteristic,NO,Current TEFCA participation,Current TEFCA participation,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,4,1,Current TEFCA participation,All hospitals,YES,1082 (40.8%),1082 (40.8%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,4,2,Current TEFCA participation,Acute Care,YES,859 (45.9%),859 (45.9%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,4,3,Current TEFCA participation,Critical Access,YES,223 (28.6%),223 (28.6%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,5,0,Major or very major teaching hospital,Characteristic,NO,Major or very major teaching hospital,Major or very major teaching hospital,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,5,1,Major or very major teaching hospital,All hospitals,YES,306 (11.7%),306 (11.7%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,5,2,Major or very major teaching hospital,Acute Care,YES,305 (16.4%),305 (16.4%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,5,3,Major or very major teaching hospital,Critical Access,YES,1 (0.1%),1 (0.1%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,6,0,High DSH patient percentage,Characteristic,NO,High DSH patient percentage,High DSH patient percentage,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,6,1,High DSH patient percentage,All hospitals,YES,333 (12.8%),333 (12.8%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,6,2,High DSH patient percentage,Acute Care,YES,333 (17.9%),333 (17.9%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,6,3,High DSH patient percentage,Critical Access,YES,0 (0.0%),0 (0.0%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,7,0,High uncompensated-care burden,Characteristic,NO,High uncompensated-care burden,High uncompensated-care burden,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,7,1,High uncompensated-care burden,All hospitals,YES,504 (19.3%),504 (19.3%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,7,2,High uncompensated-care burden,Acute Care,YES,326 (17.6%),326 (17.6%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,7,3,High uncompensated-care burden,Critical Access,YES,178 (23.6%),178 (23.6%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,8,0,Primary HCAHPS outcome publicly reported,Characteristic,NO,Primary HCAHPS outcome publicly reported,Primary HCAHPS outcome publicly reported,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,8,1,Primary HCAHPS outcome publicly reported,All hospitals,YES,2409 (90.9%),2409 (90.9%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,8,2,Primary HCAHPS outcome publicly reported,Acute Care,YES,1852 (99.0%),1852 (99.0%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,8,3,Primary HCAHPS outcome publicly reported,Critical Access,YES,557 (71.4%),557 (71.4%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,9,0,Ownership: Government,Characteristic,NO,Ownership: Government,Ownership: Government,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,9,1,Ownership: Government,All hospitals,YES,382 (14.6%),382 (14.6%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,9,2,Ownership: Government,Acute Care,YES,299 (16.1%),299 (16.1%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,9,3,Ownership: Government,Critical Access,YES,83 (11.0%),83 (11.0%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,10,0,Ownership: Nonprofit,Characteristic,NO,Ownership: Nonprofit,Ownership: Nonprofit,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,10,1,Ownership: Nonprofit,All hospitals,YES,1889 (72.3%),1889 (72.3%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,10,2,Ownership: Nonprofit,Acute Care,YES,1243 (67.0%),1243 (67.0%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,10,3,Ownership: Nonprofit,Critical Access,YES,646 (85.6%),646 (85.6%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,11,0,Ownership: For-profit,Characteristic,NO,Ownership: For-profit,Ownership: For-profit,PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,11,1,Ownership: For-profit,All hospitals,YES,340 (13.0%),340 (13.0%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,11,2,Ownership: For-profit,Acute Care,YES,314 (16.9%),314 (16.9%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,11,3,Ownership: For-profit,Critical Access,YES,26 (3.4%),26 (3.4%),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,12,0,"Beds, median (IQR)",Characteristic,NO,"Beds, median (IQR)","Beds, median (IQR)",PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,12,1,"Beds, median (IQR)",All hospitals,YES,97 (25–237),97 (25–237),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,12,2,"Beds, median (IQR)",Acute Care,YES,166 (81–301),166 (81–301),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,12,3,"Beds, median (IQR)",Critical Access,YES,25 (19–25),25 (19–25),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,13,0,"Observed discharge-information score, mean (SD)",Characteristic,NO,"Observed discharge-information score, mean (SD)","Observed discharge-information score, mean (SD)",PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,13,1,"Observed discharge-information score, mean (SD)",All hospitals,YES,86.42 (4.26),86.42 (4.26),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,13,2,"Observed discharge-information score, mean (SD)",Acute Care,YES,85.62 (3.82),85.62 (3.82),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_1.csv,1,13,3,"Observed discharge-information score, mean (SD)",Critical Access,YES,89.05 (4.60),89.05 (4.60),PASS,release/v1.0.0/stage6/tables/manuscript_table_1.csv,
manuscript,manuscript_table_2.csv,2,0,0,Code,Code,NO,Code,Code,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,0,1,Code,Network profile,NO,Network profile,Network profile,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,0,2,Code,Source N,NO,Source N,Source N,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,0,3,Code,Outcome N,NO,Outcome N,Outcome N,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,0,4,Code,"Adjusted mean, % (95% CI)",NO,"Adjusted mean, % (95% CI)","Adjusted mean, % (95% CI)",PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,0,5,Code,"Difference from code 3, pp",NO,"Difference from code 3, pp","Difference from code 3, pp",PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,1,0,0,Code,NO,0,0,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,1,1,0,Network profile,NO,No coded participation,No coded participation,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,1,2,0,Source N,YES,123,123,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,1,3,0,Outcome N,YES,89,89,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,1,4,0,"Adjusted mean, % (95% CI)",YES,86.92 (85.94 to 87.90),86.92 (85.94 to 87.90),PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,1,5,0,"Difference from code 3, pp",YES,+0.10,+0.10,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,2,0,1,Code,NO,1,1,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,2,1,1,Network profile,NO,"Single conventional network, no TEFCA","Single conventional network, no TEFCA",PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,2,2,1,Source N,YES,312,312,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,2,3,1,Outcome N,YES,258,258,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,2,4,1,"Adjusted mean, % (95% CI)",YES,85.39 (84.81 to 85.97),85.39 (84.81 to 85.97),PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,2,5,1,"Difference from code 3, pp",YES,-1.43,-1.43,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,3,0,2,Code,NO,2,2,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,3,1,2,Network profile,NO,"Two conventional networks, no TEFCA","Two conventional networks, no TEFCA",PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,3,2,2,Source N,YES,689,689,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,3,3,2,Outcome N,YES,620,620,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,3,4,2,"Adjusted mean, % (95% CI)",YES,86.82 (86.49 to 87.14),86.82 (86.49 to 87.14),PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,3,5,2,"Difference from code 3, pp",YES,0.00,0.00,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,4,0,3,Code,NO,3,3,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,4,1,3,Network profile,NO,"Three conventional networks, no TEFCA","Three conventional networks, no TEFCA",PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,4,2,3,Source N,YES,445,445,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,4,3,3,Outcome N,YES,406,406,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,4,4,3,"Adjusted mean, % (95% CI)",YES,86.82 (86.48 to 87.15),86.82 (86.48 to 87.15),PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,4,5,3,"Difference from code 3, pp",YES,Reference,Reference,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,5,0,4,Code,NO,4,4,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,5,1,4,Network profile,NO,TEFCA plus zero to two conventional networks,TEFCA plus zero to two conventional networks,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,5,2,4,Source N,YES,495,495,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,5,3,4,Outcome N,YES,463,463,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,5,4,4,"Adjusted mean, % (95% CI)",YES,86.34 (85.94 to 86.74),86.34 (85.94 to 86.74),PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,5,5,4,"Difference from code 3, pp",YES,-0.48,-0.48,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,6,0,5,Code,NO,5,5,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,6,1,5,Network profile,NO,TEFCA plus all three conventional networks,TEFCA plus all three conventional networks,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,6,2,5,Source N,YES,587,587,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,6,3,5,Outcome N,YES,573,573,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,6,4,5,"Adjusted mean, % (95% CI)",YES,87.09 (86.78 to 87.41),87.09 (86.78 to 87.41),PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_2.csv,2,6,5,5,"Difference from code 3, pp",YES,+0.28,+0.28,PASS,release/v1.0.0/stage6/tables/manuscript_table_2.csv,
manuscript,manuscript_table_3.csv,3,0,0,Analysis,Analysis,NO,Analysis,Analysis,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,0,1,Analysis,Global χ² (df),NO,Global χ² (df),Global χ² (df),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,0,2,Analysis,Global P,NO,Global P,Global P,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,0,3,Analysis,"Profile 5–3 difference, pp (95% CI)",NO,"Profile 5–3 difference, pp (95% CI)","Profile 5–3 difference, pp (95% CI)",PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,0,4,Analysis,Contrast P,NO,Contrast P,Contrast P,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,1,0,Primary MICE + IPOW + HC3,Analysis,NO,Primary MICE + IPOW + HC3,Primary MICE + IPOW + HC3,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,1,1,Primary MICE + IPOW + HC3,Global χ² (df),YES,29.03 (5),29.03 (5),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,1,2,Primary MICE + IPOW + HC3,Global P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,1,3,Primary MICE + IPOW + HC3,"Profile 5–3 difference, pp (95% CI)",YES,0.28 (-0.15 to 0.70),0.28 (-0.15 to 0.70),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,1,4,Primary MICE + IPOW + HC3,Contrast P,YES,0.206,0.206,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,2,0,Completed-survey-count precision weighting,Analysis,NO,Completed-survey-count precision weighting,Completed-survey-count precision weighting,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,2,1,Completed-survey-count precision weighting,Global χ² (df),YES,30.57 (5),30.57 (5),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,2,2,Completed-survey-count precision weighting,Global P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,2,3,Completed-survey-count precision weighting,"Profile 5–3 difference, pp (95% CI)",YES,0.14 (-0.31 to 0.59),0.14 (-0.31 to 0.59),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,2,4,Completed-survey-count precision weighting,Contrast P,YES,0.533,0.533,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,3,0,State-clustered standard errors,Analysis,NO,State-clustered standard errors,State-clustered standard errors,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,3,1,State-clustered standard errors,Global χ² (df),YES,14.42 (5),14.42 (5),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,3,2,State-clustered standard errors,Global P,YES,.013,.013,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,3,3,State-clustered standard errors,"Profile 5–3 difference, pp (95% CI)",YES,0.28 (-0.28 to 0.83),0.28 (-0.28 to 0.83),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,3,4,State-clustered standard errors,Contrast P,YES,0.333,0.333,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,4,0,CMS ownership substituted,Analysis,NO,CMS ownership substituted,CMS ownership substituted,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,4,1,CMS ownership substituted,Global χ² (df),YES,48.92 (5),48.92 (5),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,4,2,CMS ownership substituted,Global P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,4,3,CMS ownership substituted,"Profile 5–3 difference, pp (95% CI)",YES,0.32 (-0.11 to 0.75),0.32 (-0.11 to 0.75),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,4,4,CMS ownership substituted,Contrast P,YES,0.144,0.144,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,5,0,Fractional logit average marginal effect,Analysis,NO,Fractional logit average marginal effect,Fractional logit average marginal effect,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,5,1,Fractional logit average marginal effect,Global χ² (df),YES,30.20 (5),30.20 (5),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,5,2,Fractional logit average marginal effect,Global P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,5,3,Fractional logit average marginal effect,"Profile 5–3 difference, pp (95% CI)",YES,0.29 (-0.13 to 0.71),0.29 (-0.13 to 0.71),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,5,4,Fractional logit average marginal effect,Contrast P,YES,0.176,0.176,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,6,0,Unweighted complete-covariate complete case,Analysis,NO,Unweighted complete-covariate complete case,Unweighted complete-covariate complete case,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,6,1,Unweighted complete-covariate complete case,Global χ² (df),YES,30.31 (5),30.31 (5),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,6,2,Unweighted complete-covariate complete case,Global P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,6,3,Unweighted complete-covariate complete case,"Profile 5–3 difference, pp (95% CI)",YES,0.23 (-0.19 to 0.65),0.23 (-0.19 to 0.65),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,6,4,Unweighted complete-covariate complete case,Contrast P,YES,0.276,0.276,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,7,0,2025 ONC responses only,Analysis,NO,2025 ONC responses only,2025 ONC responses only,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,7,1,2025 ONC responses only,Global χ² (df),YES,31.04 (5),31.04 (5),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,7,2,2025 ONC responses only,Global P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,7,3,2025 ONC responses only,"Profile 5–3 difference, pp (95% CI)",YES,0.34 (-0.11 to 0.80),0.34 (-0.11 to 0.80),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,7,4,2025 ONC responses only,Contrast P,YES,0.139,0.139,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,8,0,Exclude all-zero coded profile,Analysis,NO,Exclude all-zero coded profile,Exclude all-zero coded profile,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,8,1,Exclude all-zero coded profile,Global χ² (df),YES,26.34 (4),26.34 (4),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,8,2,Exclude all-zero coded profile,Global P,YES,<.001,<.001,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,8,3,Exclude all-zero coded profile,"Profile 5–3 difference, pp (95% CI)",YES,0.25 (-0.18 to 0.67),0.25 (-0.18 to 0.67),PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
manuscript,manuscript_table_3.csv,3,8,4,Exclude all-zero coded profile,Contrast P,YES,0.251,0.251,PASS,release/v1.0.0/stage6/tables/manuscript_table_3.csv,
supplement,supplement_table_S1.csv,1,0,0,Bits,Bits,NO,Bits,Bits,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,0,1,Bits,Hospital group,NO,Hospital group,Hospital group,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,0,2,Bits,Source N,NO,Source N,Source N,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,0,3,Bits,Outcome N,NO,Outcome N,Outcome N,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,0,4,Bits,"Outcome available, %",NO,"Outcome available, %","Outcome available, %",PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,0,5,Bits,Unadjusted mean,NO,Unadjusted mean,Unadjusted mean,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,0,6,Bits,SD,NO,SD,SD,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,1,0,0000,Bits,NO,0000,0000,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,1,1,0000,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,1,2,0000,Source N,YES,123,123,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
