result,clusters_G,cluster_labels,model_N,model_columns_K,covariance_correction,current_statistic,current_reference,current_p_value,small_cluster_statistic,small_cluster_reference,small_cluster_p_value,current_significant_0_05,small_cluster_significant_0_05
Global six-profile test,51,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,2409,67,1.048744662681469,14.417923893894933,chi-square(5),0.01316170169237966,2.8835847787789866,"F(5,50)",0.02304210146595906,True,True
Profile 5 minus Profile 3,51,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,2409,67,1.048744662681469,0.9688466529851546,Rubin t(33923963.30816621),0.33262171254388334,0.9688466529851546,t(50),0.3372850939739311,False,False
